0.014342911	-0.0759273	-0.012229818	-0.11023945	0.0026688185	0.059658505	0.05747256	0.087413006	-0.008296503	-0.023689985	0.026436979	0.014496536	0.03407036	-0.08378743	-0.065072306	-0.013053881
-0.026061969	-0.06919272	0.0118716415	-0.13986379	0.01452524	-0.032449976	0.05158621	-0.0012217023	-0.018797658	-0.016520936	0.06821015	0.038180396	0.03340173	-0.04778586	-0.039842464	-0.04094963
-0.08235354	-0.01635929	0.078249454	-0.13575327	-0.060643096	-0.012162059	0.018293006	0.09662102	0.030502593	-0.0049362294	0.07434721	0.012004913	0.102192864	-0.02199023	-0.046457052	0.004549692
-0.005929677	-0.047940526	0.06401719	-0.046487566	0.018845573	0.017335648	0.081375316	0.0389623	-0.04055116	-0.067948565	0.031755984	-0.031594094	0.035821777	-0.14200944	-0.10289769	0.040682316
0.0027466053	0.033898886	-0.0767992	-0.10331984	-0.0065124896	0.00035289623	0.005485015	0.07182355	-0.028153326	-0.10880886	-0.011690685	-0.012124429	0.081588164	-0.057911135	-0.039062828	0.0005979063
0.04308571	0.032617338	0.046058163	-0.122063115	0.0071832547	-0.06368487	0.022146951	0.054261625	-0.0054630055	-0.03344197	0.10670009	-0.050075904	-0.020821625	-0.10717079	-0.027411563	-0.055734158
-0.07823743	-0.04725191	0.0152521655	-0.11100748	-0.055952813	-0.045687303	0.05582532	0.06361094	-0.030149432	-0.115279585	0.009783454	0.04975481	0.043556258	-0.05311714	-0.08696451	-0.08391795
0.055167414	-0.0020037335	0.030318478	-0.16252764	-0.012455253	0.0045813317	0.02206083	0.059265155	0.019073173	-0.023306465	0.041299716	-0.02707696	0.00035183417	-0.062449954	-0.0013593297	0.0024461758
-0.05459503	-0.021248152	0.023783136	-0.055061053	-0.01924336	-0.024098285	0.038850415	-0.0015092333	-0.006420183	-0.09283536	0.121784836	0.039592322	-0.018861497	-0.08526418	0.013771	-0.046933416
-0.0665159	-0.025611255	-0.0022902058	-0.05054499	0.059353154	-0.02958592	0.03656759	0.067058176	0.014325389	-0.006348561	0.06738752	0.108378634	0.02063227	-0.0500302	0.006862736	-0.018737923
0.00049460167	0.0143130785	-0.011800771	-0.06798351	0.06261771	0.02496014	0.010757393	0.079002745	-0.037599668	-0.00081299496	0.08011915	0.07123756	0.015360697	-0.044932354	-0.027626617	0.003034872
0.0055346647	0.024996419	-0.001119836	-0.08665863	0.0551951	0.008644182	0.108129546	0.091549255	-0.0058717956	-0.03720901	0.097711965	0.019195966	-0.02440841	0.001078374	-0.09923758	-0.017548682
0.032452516	0.011625924	0.04240993	-0.03141005	0.00644246	0.030741915	0.0623371	-0.018294498	0.0053977915	-0.0049534277	0.07635076	-0.078023486	0.045479123	-0.012317212	-0.016208949	-0.0025400957
0.009889951	0.0070389435	0.0024732747	-0.13949192	-0.017898953	-0.019112179	-0.011856537	0.011422612	-0.013645576	-0.1258795	0.0817718	-0.034811985	-0.029714428	-0.044747453	-0.11684042	-0.08050727
-0.09170559	-0.04060088	-0.03598768	-0.1296614	-0.05646859	0.014694071	0.03251812	0.035939302	-0.01148111	0.033294357	-0.03439803	-0.046111397	0.066139996	-0.06882303	-0.0053096656	-0.11970781
-0.013238012	0.021825321	-0.02530032	-0.099491194	-0.0019775669	-0.024526626	-0.0006310513	0.09765006	0.005710803	-0.03486105	0.04556862	-0.025299374	-0.05190748	-0.06842536	0.011775453	0.038182672
